"year","species","D","H"
1967,"fasy",34.2,24.49
1967,"fasy",41.5,25.92
1967,"fasy",39.1,25.5
1967,"fasy",29.6,23.31
1967,"fasy",32.8,24.16
1967,"fasy",44.4,26.39
1967,"fasy",50.2,27.18
1967,"fasy",30.5,23.56
1967,"fasy",44.6,26.42
1967,"fasy",23.4,21.21
1967,"fasy",40.3,25.72
1967,"fasy",40.7,25.79
1967,"fasy",38.5,25.39
1967,"fasy",40.8,25.8
1967,"fasy",51.2,27.3
1967,"fasy",37.4,25.17
1967,"fasy",45.7,26.58
1967,"fasy",30.8,23.64
1967,"fasy",48.7,26.99
1967,"fasy",41.3,25.89
1967,"fasy",41.1,25.85
1967,"fasy",44.4,26.39
1967,"fasy",28.6,23.02
1967,"fasy",45.9,26.61
1967,"fasy",40.6,25.77
1967,"fasy",33.6,24.35
1967,"fasy",23,21.05
1967,"fasy",21.5,20.41
1967,"fasy",21.3,20.32
1967,"fasy",39.8,25.63
1967,"fasy",19.9,19.65
1967,"fasy",30.5,23.56
1967,"fasy",30,23.42
1967,"fasy",26.6,22.38
1967,"fasy",36.4,24.97
1967,"fasy",27.1,22.55
1967,"fasy",24.4,21.6
1967,"fasy",19.4,19.4
1967,"fasy",42.6,26.1
1967,"fasy",30.4,23.53
1967,"fasy",33.9,24.42
1967,"fasy",32.3,24.03
1967,"fasy",37.3,25.15
1967,"fasy",39.7,25.61
1967,"fasy",46.5,26.69
1967,"fasy",38.8,25.44
1967,"fasy",36.1,24.9
1967,"fasy",46.9,26.75
1967,"fasy",25.7,22.07
1967,"fasy",27.9,22.8
1967,"fasy",42.6,26.1
1967,"fasy",47.1,26.77
1967,"fasy",41,25.84
1967,"fasy",31.4,23.8
1967,"fasy",27.4,22.64
1967,"fasy",27.2,22.58
1967,"fasy",38.5,25.39
1967,"fasy",40.7,25.79
1967,"fasy",40.2,25.7
1967,"fasy",31.4,23.8
1967,"fasy",38.3,25.35
1967,"fasy",24.9,21.79
1967,"fasy",47.9,26.88
1967,"fasy",51.7,27.36
1967,"fasy",30.3,23.51
1967,"fasy",37.2,25.13
1967,"fasy",22.5,20.84
1967,"fasy",46,26.62
1967,"fasy",37.7,25.23
1967,"fasy",21.4,20.36
1967,"fasy",42.3,26.06
1967,"fasy",29.5,23.28
1967,"fasy",39.9,25.64
1967,"fasy",36.3,24.95
1967,"fasy",37.7,25.23
1967,"fasy",30.7,23.62
1967,"fasy",39,25.48
1967,"fasy",29.4,23.25
1967,"fasy",29.7,23.34
1967,"fasy",41.8,25.97
1967,"fasy",44.6,26.42
1967,"fasy",39.3,25.53
1967,"fasy",37.9,25.27
1967,"fasy",33.2,24.25
1967,"fasy",43.4,26.23
1967,"fasy",39.6,25.59
1967,"fasy",43,26.17
1967,"fasy",47.8,26.87
1967,"fasy",40.1,25.68
1967,"fasy",46.2,26.65
1967,"fasy",18,18.65
1967,"fasy",64.5,28.6
1967,"fasy",30.3,23.51
1967,"fasy",39.4,25.55
1967,"fasy",42.3,26.06
1967,"fasy",36.8,25.05
1967,"fasy",44.5,26.4
1967,"fasy",27.3,22.61
1967,"fasy",35.7,24.82
1967,"fasy",38.2,25.33
1967,"fasy",35.5,24.78
1967,"fasy",43.1,26.18
1967,"fasy",41.9,25.99
1967,"fasy",35.2,24.71
1967,"fasy",30.6,23.59
1967,"fasy",19,19.19
1967,"fasy",41.3,25.89
1967,"fasy",24.3,21.56
1967,"fasy",26.2,22.25
1967,"fasy",36.4,24.97
1967,"fasy",32.8,24.16
1967,"fasy",18.6,18.98
1967,"fasy",41.4,25.91
1967,"fasy",36.9,25.07
1967,"fasy",37.5,25.19
1967,"fasy",44.3,26.37
1967,"fasy",17.4,18.31
1967,"fasy",47.2,26.79
1967,"fasy",36.1,24.9
1967,"fasy",40.3,25.72
1967,"fasy",43.5,26.25
1967,"fasy",30.1,23.45
1967,"fasy",60.5,28.26
1967,"fasy",40.2,25.7
1967,"fasy",41.1,25.85
1967,"fasy",28.4,22.96
1967,"fasy",41.5,25.92
1967,"fasy",37,25.09
1967,"fasy",39.7,25.61
1967,"fasy",42.2,26.04
1967,"fasy",37.5,25.19
1967,"fasy",40.5,25.75
1967,"fasy",42.2,26.04
1967,"fasy",31.7,23.88
1967,"fasy",38.5,25.39
1967,"fasy",26.2,22.25
1967,"fasy",36.8,25.05
1967,"fasy",35.5,24.78
1967,"fasy",41.9,25.99
1967,"fasy",29.7,23.34
1967,"fasy",34.4,24.53
1967,"fasy",24.6,21.68
1967,"fasy",41.3,25.89
1967,"fasy",33.9,24.42
1967,"fasy",28.7,23.05
1967,"fasy",47.5,26.83
1967,"fasy",38,25.29
1967,"fasy",39,25.48
1967,"fasy",28,22.83
1967,"fasy",30.2,23.48
1967,"fasy",29.3,23.22
1967,"fasy",33.9,24.42
1967,"fasy",38.4,25.37
1967,"fasy",21.1,20.23
1967,"fasy",29.3,23.22
1967,"fasy",24.3,21.56
1967,"fasy",30.4,23.53
1967,"fasy",44.9,26.46
1967,"fasy",22.1,20.67
1967,"fasy",40.6,25.77
1967,"fasy",32.6,24.11
1967,"fasy",34.8,24.62
1967,"fasy",18.1,18.71
1967,"fasy",39.8,25.63
1967,"fasy",37.6,25.21
1967,"fasy",38.6,25.4
1967,"fasy",29,23.14
1967,"fasy",34.9,24.64
1967,"fasy",44.5,26.4
1967,"fasy",28.8,23.08
1967,"fasy",23.2,21.13
1967,"fasy",30.9,23.67
1967,"fasy",31.9,23.93
1967,"fasy",33,24.2
1967,"fasy",35.9,24.86
1967,"fasy",43,26.17
1967,"fasy",38,25.29
1967,"fasy",50.4,27.2
1967,"fasy",27.6,22.71
1967,"fasy",45.3,26.52
1967,"fasy",46.7,26.72
1967,"fasy",35.3,24.73
1967,"fasy",21.8,20.54
1967,"fasy",31.3,23.77
1967,"fasy",37.7,25.23
1967,"fasy",54.8,27.7
1967,"fasy",35.7,24.82
1967,"fasy",48.4,26.95
1967,"fasy",49.5,27.09
1967,"fasy",44.4,26.39
1967,"fasy",44.9,26.46
1967,"fasy",20.8,20.09
1967,"fasy",38.4,25.37
1967,"fasy",38.8,25.44
1967,"fasy",23.2,21.13
1967,"fasy",40,25.66
1967,"fasy",51.4,27.32
1967,"fasy",49.9,27.14
1967,"fasy",48,26.9
1967,"fasy",54.8,27.7
1967,"fasy",39.5,25.57
1967,"fasy",20.8,20.09
1967,"fasy",26.5,22.35
1967,"fasy",37.1,25.11
1967,"fasy",41.3,25.89
1967,"fasy",52.2,27.42
1967,"fasy",32.8,24.16
1967,"fasy",29.1,23.16
1967,"fasy",38.1,25.31
1967,"fasy",36.7,25.03
1967,"fasy",34.9,24.64
1967,"fasy",35.3,24.73
1967,"fasy",44.3,26.37
1967,"fasy",24.5,21.64
1967,"fasy",37.5,25.19
1967,"fasy",42.6,26.1
1967,"fasy",37.8,25.25
1967,"fasy",34.2,24.49
1967,"fasy",43.8,26.29
1967,"fasy",30,23.42
1967,"fasy",28,22.83
1967,"fasy",26.1,22.21
1967,"fasy",55.2,27.75
1967,"fasy",43.5,26.25
1967,"fasy",43.3,26.22
1967,"fasy",44.9,26.46
1967,"fasy",46.4,26.68
1967,"fasy",38.8,25.44
1967,"fasy",33.1,24.23
1967,"fasy",17.8,18.54
1967,"fasy",42.8,26.14
1967,"fasy",39.5,25.57
1967,"fasy",34.5,24.55
1967,"fasy",50.9,27.26
1967,"fasy",32.7,24.13
1967,"fasy",32,23.96
1967,"fasy",37,25.09
1967,"fasy",41.7,25.96
1967,"fasy",35,24.67
1967,"fasy",32,23.96
1967,"fasy",34.6,24.58
1967,"fasy",32.5,24.08
1967,"fasy",32.2,24.01
1967,"fasy",40.3,25.72
1967,"fasy",48.5,26.96
1968,"fasy",34.8,24.62
1968,"fasy",41.8,25.97
1968,"fasy",39.6,25.59
1968,"fasy",30,23.42
1968,"fasy",33.3,24.28
1968,"fasy",45.1,26.49
1968,"fasy",50.7,27.24
1968,"fasy",30.7,23.62
1968,"fasy",44.7,26.43
1968,"fasy",23.8,21.37
1968,"fasy",40.9,25.82
1968,"fasy",41.3,25.89
1968,"fasy",39.1,25.5
1968,"fasy",41.1,25.85
1968,"fasy",52,27.39
1968,"fasy",37.8,25.25
1968,"fasy",46.1,26.63
1968,"fasy",31.1,23.72
1968,"fasy",49.3,27.06
1968,"fasy",41.8,25.97
1968,"fasy",41.5,25.92
1968,"fasy",45,26.48
1968,"fasy",28.9,23.11
1968,"fasy",46.3,26.66
1968,"fasy",40.9,25.82
1968,"fasy",33.9,24.42
1968,"fasy",23,21.05
1968,"fasy",21.5,20.41
1968,"fasy",21.4,20.36
1968,"fasy",40.1,25.68
1968,"fasy",20.1,19.75
1968,"fasy",30.7,23.62
1968,"fasy",30.4,23.53
1968,"fasy",27,22.52
1968,"fasy",36.8,25.05
1968,"fasy",27.3,22.61
1968,"fasy",24.7,21.71
1968,"fasy",19.5,19.45
1968,"fasy",43.1,26.18
1968,"fasy",30.9,23.67
1968,"fasy",34.5,24.55
1968,"fasy",32.6,24.11
1968,"fasy",37.7,25.23
1968,"fasy",40.3,25.72
1968,"fasy",47.2,26.79
1968,"fasy",39.5,25.57
1968,"fasy",36.4,24.97
1968,"fasy",47.4,26.82
1968,"fasy",26.1,22.21
1968,"fasy",28.3,22.93
1968,"fasy",43.2,26.2
1968,"fasy",47.4,26.82
1968,"fasy",41.4,25.91
1968,"fasy",31.4,23.8
1968,"fasy",27.9,22.8
1968,"fasy",27.4,22.64
1968,"fasy",39,25.48
1968,"fasy",41.1,25.85
1968,"fasy",40.6,25.77
1968,"fasy",31.4,23.8
1968,"fasy",38.9,25.46
1968,"fasy",25.3,21.93
1968,"fasy",48.4,26.95
1968,"fasy",52.4,27.44
1968,"fasy",30.7,23.62
1968,"fasy",37.8,25.25
1968,"fasy",22.6,20.89
1968,"fasy",46.5,26.69
1968,"fasy",38.1,25.31
1968,"fasy",21.4,20.36
1968,"fasy",43,26.17
1968,"fasy",29.7,23.34
1968,"fasy",40.5,25.75
1968,"fasy",37,25.09
1968,"fasy",38.3,25.35
1968,"fasy",30.7,23.62
1968,"fasy",39.4,25.55
1968,"fasy",29.7,23.34
1968,"fasy",29.7,23.34
1968,"fasy",42.3,26.06
1968,"fasy",45,26.48
1968,"fasy",39.8,25.63
1968,"fasy",38.3,25.35
1968,"fasy",33.5,24.32
1968,"fasy",43.7,26.28
1968,"fasy",40.1,25.68
1968,"fasy",43.7,26.28
1968,"fasy",48.4,26.95
1968,"fasy",40.2,25.7
1968,"fasy",46.6,26.71
1968,"fasy",18.1,18.71
1968,"fasy",65.4,28.67
1968,"fasy",30.7,23.62
1968,"fasy",39.8,25.63
1968,"fasy",43,26.17
1968,"fasy",37.3,25.15
1968,"fasy",45.5,26.55
1968,"fasy",27.6,22.71
1968,"fasy",36.4,24.97
1968,"fasy",38.7,25.42
1968,"fasy",36,24.88
1968,"fasy",43.7,26.28
1968,"fasy",42.4,26.07
1968,"fasy",35.4,24.75
1968,"fasy",31.1,23.72
1968,"fasy",19.2,19.3
1968,"fasy",41.9,25.99
1968,"fasy",24.6,21.68
1968,"fasy",26.5,22.35
1968,"fasy",36.7,25.03
1968,"fasy",33.3,24.28
1968,"fasy",18.6,18.98
1968,"fasy",42,26.01
1968,"fasy",37.4,25.17
1968,"fasy",37.9,25.27
1968,"fasy",44.8,26.45
1968,"fasy",17.4,18.31
1968,"fasy",47.8,26.87
1968,"fasy",36.5,24.99
1968,"fasy",40.6,25.77
1968,"fasy",44,26.32
1968,"fasy",30.7,23.62
1968,"fasy",61,28.3
1968,"fasy",40.7,25.79
1968,"fasy",41.5,25.92
1968,"fasy",28.6,23.02
1968,"fasy",41.9,25.99
1968,"fasy",37.4,25.17
1968,"fasy",40.2,25.7
1968,"fasy",42.6,26.1
1968,"fasy",37.9,25.27
1968,"fasy",40.9,25.82
1968,"fasy",42.4,26.07
1968,"fasy",32.1,23.98
1968,"fasy",39.1,25.5
1968,"fasy",26.4,22.32
1968,"fasy",37.3,25.15
1968,"fasy",35.8,24.84
1968,"fasy",42.5,26.09
1968,"fasy",30.1,23.45
1968,"fasy",34.7,24.6
1968,"fasy",24.8,21.75
1968,"fasy",42,26.01
1968,"fasy",34.2,24.49
1968,"fasy",28.7,23.05
1968,"fasy",48.1,26.91
1968,"fasy",38.2,25.33
1968,"fasy",39.3,25.53
1968,"fasy",28.4,22.96
1968,"fasy",30.2,23.48
1968,"fasy",29.7,23.34
1968,"fasy",34.4,24.53
1968,"fasy",38.8,25.44
1968,"fasy",29.5,23.28
1968,"fasy",24.7,21.71
1968,"fasy",30.6,23.59
1968,"fasy",45.7,26.58
1968,"fasy",22.2,20.72
1968,"fasy",41.2,25.87
1968,"fasy",32.9,24.18
1968,"fasy",35,24.67
1968,"fasy",18.2,18.76
1968,"fasy",40.2,25.7
1968,"fasy",37.8,25.25
1968,"fasy",39.1,25.5
1968,"fasy",29.4,23.25
1968,"fasy",35.4,24.75
1968,"fasy",45.1,26.49
1968,"fasy",29.3,23.22
1968,"fasy",24.1,21.49
1968,"fasy",31.4,23.8
1968,"fasy",32.1,23.98
1968,"fasy",33.7,24.37
1968,"fasy",36.4,24.97
1968,"fasy",43.6,26.26
1968,"fasy",38.2,25.33
1968,"fasy",51,27.27
1968,"fasy",27.8,22.77
1968,"fasy",45.9,26.61
1968,"fasy",47.4,26.82
1968,"fasy",36.1,24.9
1968,"fasy",21.8,20.54
1968,"fasy",31.6,23.85
1968,"fasy",38.3,25.35
1968,"fasy",55.4,27.77
1968,"fasy",36.2,24.93
1968,"fasy",48.9,27.01
1968,"fasy",49.8,27.13
1968,"fasy",44.8,26.45
1968,"fasy",45.7,26.58
1968,"fasy",21.1,20.23
1968,"fasy",39,25.48
1968,"fasy",39.3,25.53
1968,"fasy",23.2,21.13
1968,"fasy",40.3,25.72
1968,"fasy",51.8,27.37
1968,"fasy",50.5,27.21
1968,"fasy",48.6,26.97
1968,"fasy",55.4,27.77
1968,"fasy",39.7,25.61
1968,"fasy",20.8,20.09
1968,"fasy",26.8,22.45
1968,"fasy",37.7,25.23
1968,"fasy",41.8,25.97
1968,"fasy",53,27.51
1968,"fasy",33.2,24.25
1968,"fasy",29.7,23.34
1968,"fasy",38.7,25.42
1968,"fasy",37.2,25.13
1968,"fasy",35.3,24.73
1968,"fasy",35.3,24.73
1968,"fasy",44.9,26.46
1968,"fasy",24.8,21.75
1968,"fasy",38,25.29
1968,"fasy",43,26.17
1968,"fasy",38.3,25.35
1968,"fasy",34.3,24.51
1968,"fasy",44.3,26.37
1968,"fasy",30.4,23.53
1968,"fasy",28.8,23.08
1968,"fasy",26.3,22.28
1968,"fasy",55.7,27.8
1968,"fasy",44.1,26.34
1968,"fasy",43.4,26.23
1968,"fasy",45.5,26.55
1968,"fasy",46.8,26.73
1968,"fasy",39.6,25.59
1968,"fasy",33.6,24.35
1968,"fasy",17.8,18.54
1968,"fasy",43.1,26.18
1968,"fasy",40.2,25.7
1968,"fasy",35,24.67
1968,"fasy",51.5,27.33
1968,"fasy",33.1,24.23
1968,"fasy",32.4,24.06
1968,"fasy",37.4,25.17
1968,"fasy",42.1,26.02
1968,"fasy",35.1,24.69
1968,"fasy",32.6,24.11
1968,"fasy",35,24.67
1968,"fasy",33,24.2
1968,"fasy",33.3,24.28
1968,"fasy",41,25.84
1968,"fasy",49,27.03
1969,"fasy",35.4,25.57
1969,"fasy",42.3,26.93
1969,"fasy",40.1,26.54
1969,"fasy",30.2,24.23
1969,"fasy",34,25.24
1969,"fasy",45.8,27.5
1969,"fasy",51.4,28.26
1969,"fasy",31,24.46
1969,"fasy",45.1,27.39
1969,"fasy",24,22.11
1969,"fasy",41.4,26.78
1969,"fasy",41.9,26.87
1969,"fasy",39.5,26.43
1969,"fasy",41.4,26.78
1969,"fasy",52.3,28.37
1969,"fasy",38.2,26.17
1969,"fasy",46.7,27.63
1969,"fasy",31.3,24.54
1969,"fasy",50,28.09
1969,"fasy",42.4,26.95
1969,"fasy",41.9,26.87
1969,"fasy",45.4,27.44
1969,"fasy",29.1,23.9
1969,"fasy",46.9,27.66
1969,"fasy",41.3,26.76
1969,"fasy",34.3,25.31
1969,"fasy",23.1,21.73
1969,"fasy",21.5,21.02
1969,"fasy",21.4,20.97
1969,"fasy",40.8,26.67
1969,"fasy",20.3,20.44
1969,"fasy",31,24.46
1969,"fasy",30.8,24.4
1969,"fasy",27.4,23.36
1969,"fasy",37.2,25.96
1969,"fasy",27.5,23.39
1969,"fasy",25,22.5
1969,"fasy",19.7,20.13
1969,"fasy",43.5,27.14
1969,"fasy",31.2,24.51
1969,"fasy",35,25.48
1969,"fasy",33.1,25.02
1969,"fasy",38.3,26.19
1969,"fasy",40.8,26.67
1969,"fasy",47.6,27.76
1969,"fasy",40,26.52
1969,"fasy",36.8,25.88
1969,"fasy",48,27.82
1969,"fasy",26.3,22.98
1969,"fasy",28.7,23.78
1969,"fasy",44,27.22
1969,"fasy",48.1,27.83
1969,"fasy",41.9,26.87
1969,"fasy",31.5,24.6
1969,"fasy",28.2,23.62
1969,"fasy",39.8,26.48
1969,"fasy",41.6,26.81
1969,"fasy",41.1,26.72
1969,"fasy",31.6,24.62
1969,"fasy",39.4,26.41
1969,"fasy",25.7,22.76
1969,"fasy",49,27.95
1969,"fasy",53.2,28.48
1969,"fasy",31.1,24.49
1969,"fasy",38.6,26.25
1969,"fasy",24.2,22.19
1969,"fasy",46.8,27.65
1969,"fasy",38.6,26.25
1969,"fasy",21.5,21.02
1969,"fasy",43.5,27.14
1969,"fasy",30.6,24.35
1969,"fasy",40.9,26.69
1969,"fasy",37.6,26.05
1969,"fasy",38.8,26.29
1969,"fasy",31.2,24.51
1969,"fasy",39.9,26.5
1969,"fasy",30.2,24.23
1969,"fasy",29.7,24.08
1969,"fasy",42.9,27.04
1969,"fasy",45.4,27.44
1969,"fasy",40.5,26.61
1969,"fasy",38.9,26.31
1969,"fasy",33.8,25.19
1969,"fasy",44.1,27.23
1969,"fasy",40.3,26.58
1969,"fasy",44.3,27.27
1969,"fasy",49,27.95
1969,"fasy",40.4,26.6
1969,"fasy",47.2,27.7
1969,"fasy",18.1,19.24
1969,"fasy",65.9,29.72
1969,"fasy",31.2,24.51
1969,"fasy",40.4,26.6
1969,"fasy",43.7,27.17
1969,"fasy",37.7,26.07
1969,"fasy",45.6,27.47
1969,"fasy",27.9,23.52
1969,"fasy",37.1,25.94
1969,"fasy",39.2,26.37
1969,"fasy",36.5,25.81
1969,"fasy",44.5,27.3
1969,"fasy",42.8,27.02
1969,"fasy",35.7,25.64
1969,"fasy",31.8,24.68
1969,"fasy",19.6,20.08
1969,"fasy",42.3,26.93
1969,"fasy",24.9,22.46
1969,"fasy",26.7,23.12
1969,"fasy",37.2,25.96
1969,"fasy",33.7,25.17
1969,"fasy",18.9,19.7
1969,"fasy",42.5,26.97
1969,"fasy",38,26.13
1969,"fasy",38.3,26.19
1969,"fasy",45.5,27.45
1969,"fasy",17.4,18.83
1969,"fasy",48.4,27.87
1969,"fasy",36.9,25.9
1969,"fasy",41.1,26.72
1969,"fasy",44.5,27.3
1969,"fasy",31.2,24.51
1969,"fasy",61,29.3
1969,"fasy",41.2,26.74
1969,"fasy",41.7,26.83
1969,"fasy",28.8,23.81
1969,"fasy",42.2,26.92
1969,"fasy",37.8,26.09
1969,"fasy",40.7,26.65
1969,"fasy",43.1,27.07
1969,"fasy",38.2,26.17
1969,"fasy",41.3,26.76
1969,"fasy",42.9,27.04
1969,"fasy",32.5,24.86
1969,"fasy",39.7,26.46
1969,"fasy",26.5,23.05
1969,"fasy",38.1,26.15
1969,"fasy",36.1,25.73
1969,"fasy",43.4,27.12
1969,"fasy",30.4,24.29
1969,"fasy",35.1,25.5
1969,"fasy",24.9,22.46
1969,"fasy",42.5,26.97
1969,"fasy",34.3,25.31
1969,"fasy",28.7,23.78
1969,"fasy",48.7,27.91
1969,"fasy",38.6,26.25
1969,"fasy",39.5,26.43
1969,"fasy",29.6,24.05
1969,"fasy",30.3,24.26
1969,"fasy",30.2,24.23
1969,"fasy",35.1,25.5
1969,"fasy",39.2,26.37
1969,"fasy",29.8,24.11
1969,"fasy",25,22.5
1969,"fasy",30.9,24.43
1969,"fasy",47.7,27.77
1969,"fasy",22.2,21.34
1969,"fasy",41.7,26.83
1969,"fasy",33.1,25.02
1969,"fasy",35.2,25.52
1969,"fasy",18.3,19.36
1969,"fasy",40.8,26.67
1969,"fasy",38,26.13
1969,"fasy",39.5,26.43
1969,"fasy",29.8,24.11
1969,"fasy",35.8,25.66
1969,"fasy",45.7,27.48
1969,"fasy",29.5,24.02
1969,"fasy",24.3,22.23
1969,"fasy",31.7,24.65
1969,"fasy",32.3,24.81
1969,"fasy",34.4,25.34
1969,"fasy",36.9,25.9
1969,"fasy",44.3,27.27
1969,"fasy",38.5,26.23
1969,"fasy",51.7,28.3
1969,"fasy",28,23.56
1969,"fasy",46.7,27.63
1969,"fasy",48,27.82
1969,"fasy",36.8,25.88
1969,"fasy",22,21.25
1969,"fasy",32,24.73
1969,"fasy",38.9,26.31
1969,"fasy",56,28.8
1969,"fasy",36.8,25.88
1969,"fasy",49.6,28.03
1969,"fasy",50.1,28.1
1969,"fasy",45.5,27.45
1969,"fasy",46.4,27.59
1969,"fasy",21.4,20.97
1969,"fasy",39.5,26.43
1969,"fasy",39.7,26.46
1969,"fasy",23.2,21.78
1969,"fasy",40.8,26.67
